Speed,q
672,33.86
690,34.1598585436028
708,33.75990750486873
693,32.899795365446764
677,32.61996849384523
693,32.47928235582632
704,31.040327338871222
698,29.5981743871401
693,26.896753477703832
695,20.993637180800086
694,14.654660092160444
687,8.356889995013868
671,5.022371671670234
658,8.154967241911852
706,3.359001551117407
710,1.9393345786200513
686,1.459816120978801
669,1.2805036990918122
683,1.6587202214813024
690,0.6197417592396155
681,0.4598428439860954
678,0.33981671980897227
673,0.2421086293875913
666,1.62170781899632
674,2.656113415296349
676,0.18960126672763195
656,5.353950767311614
662,13.901238014776462
676,3.7262064700087536
658,7.916293574444417
660,17.70988259489316
674,12.076329120144514
668,10.266050560780952
665,14.185885651449311
669,16.79593739041284
664,14.844116762106797
648,25.425904040894643
673,28.381529665855485
651,20.810918860879262
648,35.79720551177474
677,34.110883661022335
660,27.58099893164732
652,36.515592161653835
675,34.8730377176533
672,32.42546449710536
667,34.839879867632376
671,34.80127991748755
666,35.295329809032026
701,33.55882564952686
734,3.532267178583819
706,0.011615376571926196
678,3.980964923187818
671,16.6122682863078
685,13.939071648658627
682,7.111281014736642
671,10.79328659402428
674,14.989581968679882
680,11.218560414079251
674,10.808067468977676
674,13.39700148842085
676,12.397054275882146
675,11.504879011871374
674,12.878775320342985
675,12.49977473212867
675,12.439238715949607
675,12.222061383485993
674,12.800619194228092
675,12.978361907446622
675,12.540071777115163
674,12.563466545293625
676,13.452847261829337
676,11.522388306477929
674,12.163702496616164
675,13.117605199548285
676,12.537077296056028
674,11.785522179770961
674,13.116872028972764
676,12.340735983393909
674,12.521346241939336
675,12.837862825270186
675,12.338853477527135
675,12.06376763389728
674,12.918918005741142
675,12.658313208052242
675,12.282239092622973
675,12.781223040459404
675,13.038599739978684
676,12.715016737462777
676,11.679073807255914
674,11.49045991218271
674,13.71705009021225
674,13.110615795779731
665,15.354142512008814
623,26.89577967288304
617,40.37060728592788
621,42.57678769235897
608,46.04795057408612
617,55.616148432693954
633,54.74827770877072
613,60.41333745388586
618,66.73831247563122
639,66.4586771511165
650,77.48207149980948
651,77.95714111903243
658,81.01692748516561
666,80.44068555010793
674,80.56387977959052
678,81.26528225525028
683,82.22608026801113
689,83.30286992874726
694,83.82349844910223
700,84.46337976762915
705,85.1232739999578
714,85.67881515336569
722,85.47697098066686
726,84.95709813909147
730,84.47657130797481
733,83.7777507301104
737,83.41717768987652
738,82.93545169026517
740,82.17512062518213
743,81.2769928595962
742,80.80220592410767
743,81.15669961613204
748,80.6487293457134
753,78.83525515243647
753,78.07632609970791
756,77.50966164291678
761,75.95822059359027
758,75.6814207049523
761,75.89834079189123
770,72.50997054553153
770,68.13710370537538
767,70.65007830849554
774,69.16883726661213
777,63.88334706033545
778,64.34730988806015
778,62.26765916190586
777,63.35560102966912
788,59.89797258555429
789,51.17407231747492
783,56.05480776311442
790,55.319817699833756
795,49.641810078424534
798,47.10942434865424
795,45.46761763389446
797,46.48112203189565
802,40.210665993775144
792,41.62210783078391
803,44.55254679327896
810,35.628490707068416
800,39.38843961308691
803,40.47070052018511
801,39.2118283476295
810,38.0313048988072
804,34.271580911660706
801,40.76211306672532
812,36.02203928535111
800,36.31778261019467
802,41.20904904111474
806,37.42096826124381
808,37.53807159986274
809,34.753519322424296
801,38.87897260308715
813,36.31609113662622
799,33.39163489214873
807,40.257459045183985
812,32.54182531265211
803,38.12872445995913
817,34.4334247051641
796,36.08877169079645
807,44.27264879841732
811,29.955524798792947
800,39.86678138198485
814,35.900173845777694
800,35.94765989912337
810,38.98246420962942
810,30.069747993547473
804,38.446996561091936
816,34.69613581679814
806,34.28065783205176
813,36.51276432987858
807,31.44195596888969
806,39.15260500437041
821,32.112088597199524
800,33.50588269542333
806,40.51181297365595
814,31.24369163481685
807,33.99788295629572
809,35.93266811466032
808,35.17678040970433
816,34.78115285179627
814,28.74147101246936
800,37.85961451518756
815,37.737233669945915
816,29.149330002412395
813,32.03961247667577
806,32.05175477208333
808,37.673126284420555
820,30.92817290414354
809,31.77945634976188
811,35.72760410652133
813,32.529121557311726
811,33.52
810,33.52612186627338
809,34.10424816867284
814,32.59032674771091
809,31.680382660511416
808,35.79129689240489
817,33.000063259683266
814,31.132437966399973
808,34.26326943864816
808,36.450984348103916
812,35.47367742647549
817,33.04963906919002
813,32.11633241485872
806,37.82679466762176
811,38.43058063186012
814,35.71031018812133
813,36.6808804448714
815,36.75260165238571
813,36.007762631406045
816,36.71361154224887
813,36.16778058021171
815,38.59144806320326
822,34.06815266455347
813,34.86384072717551
818,36.964352912296796
815,32.07095737151033
814,38.80533586198938
822,34.0961748968265
813,37.27338221203458
832,33.30090331799192
821,33.38987998416018
804,34.24827223990459
817,34.963719335516906
840,35.277486931741855
823,35.04285826546864
804,35.28663865404009
823,35.859139369138184
836,35.777095872311875
820,35.54214890611118
812,35.72282499272773
828,35.978292850036866
828,35.83859438701551
819,35.72112563286184
824,35.819520843755214
825,35.779757921927015
824,35.75977795578476
827,35.73874223981963
825,35.64
822,35.64
832,35.637746249404515
831,35.45950358226568
815,35.4234690812732
826,35.71898520421141
841,35.63507137597524
821,35.24283853963961
810,35.484349716736546
830,35.81668067043631
843,35.55533822942306
822,35.16233191758761
814,35.34358811902064
834,35.61710473185083
835,35.37844233518137
822,35.26181911041671
831,35.398569147060385
835,35.278927520780385
822,35.20205688777209
828,35.35920912080041
840,35.295729304429
831,34.9821235185694
824,35.1433974747866
840,35.397464126890654
843,35.198393457183194
826,35.0837425967607
825,35.36152236742868
845,35.47425579737258
848,35.057064073268194
829,34.84441096285097
822,35.16299046726502
841,35.37730510639016
850,35.17509667237144
837,34.82109031588946
830,34.902465977979546
840,35.07832108957573
841,34.9586205172849
834,34.86026201092311
842,34.87719197692063
847,34.67748815383969
832,34.50195500276019
828,34.64115250280941
847,34.71493621351986
848,34.35631845744304
831,34.10272047260074
835,34.29769610895415
847,34.13466230515118
838,33.75853634708978
832,33.65918044153995
851,33.59234610762668
847,33.07881674039028
824,33.00619597716929
837,33.41591087111182
859,33.1336971735635
832,32.7244116896913
826,33.02295486223506
853,33.2130115833438
848,32.759695277441146
826,32.74293537605666
837,32.93532854772013
851,32.61337523625417
838,32.180303059871726
832,32.20185350871759
842,32.316241046702494
846,32.05785613426785
836,31.92187548908984
836,32.04092670108032
843,32.097977608645195
840,31.96031369965255
835,31.981258657229443
834,32.06146767007826
836,32.160000000000004
838,32.1603144306274
827,32.18601458553878
818,32.56509471794974
842,32.87462470303389
858,32.53081897001818
828,31.96771910040156
810,32.466960546861245
840,32.89301600402286
864,32.44856971827754
835,31.76498351774286
819,32.085731337620764
840,32.43479046408147
850,32.11578497941569
831,31.86559737373277
830,32.201640031190855
846,32.296068549637816
838,32.06092727529485
827,32.12302419655304
841,32.296413380337874
849,32.07632492074158
835,31.863704730575684
833,32.081349699164974
845,32.15601265455673
842,31.92032301028086
833,31.942363938425167
841,32.077980756308726
848,31.95627144686228
837,31.74289886424051
830,31.92271403194209
832,32.08068748011927
844,32.11587702367122
856,31.872505975154155
841,31.42174032073905
814,31.529804463776244
830,32.078692121376896
858,31.989071075304654
843,31.381719895695923
819,31.490518049214664
830,32.080698829832755
844,32.11894670451955
832,32.068361694353186
831,32.549599925289726
847,33.11237394659101
842,33.81256073041519
822,34.54063644859313
829,35.68932379807855
856,36.19894059198152
844,36.14392531982526
822,36.37252578198793
832,37.06761509433094
856,37.48035586793178
843,37.50800932540578
825,37.951296194177544
846,38.602216558217364
857,38.71927888691992
829,38.68901328320805
826,39.18881685040186
855,39.675208617536086
856,39.41565414726976
831,39.18629560369226
834,39.52491339643943
855,39.794071301535396
851,39.47739417983628
836,39.34374056524827
843,39.5424514292551
857,39.68152912627391
853,39.7625863330999
840,39.90742635120805
844,40.31511531025866
854,41.17146309761114
858,42.80707621586739
854,44.25766813684306
847,45.18014887208447
849,46.23277931769273
858,46.92537713032956
864,47.20230601209699
859,47.322293755049024
854,47.44470980749804
858,47.68110186438848
867,47.73706044404778
869,47.57726060125464
865,47.4403931601316
864,47.457712626645055
869,47.337217882652475
875,47.19416603483573
878,46.894687720977835
876,46.618485238055605
875,46.53763905122881
881,46.41803683899512
887,46.31234361656073
886,45.935654973196705
884,45.71842678292002
890,45.63598848234248
890,45.43756660758631
892,45.316039286771705
896,45.11797165972025
894,45.01759902443811
894,44.8967704645187
904,44.69102611651294
900,42.136653513008056
886,32.18842277105428
915,22.722044705208436
939,14.242214791152566
939,9.426549092662645
927,5.871486016249387
907,3.560321150543691
880,2.5857473147003387
849,0.0
818,0.0
786,0.0
754,0.0
717,0.0
683,0.06204468249564148
652,3.201874259095027
641,14.428181326798505
659,22.146043367944134
675,13.937131363619168
672,8.372584654041097
666,13.586889831963356
672,14.788085821842792
675,12.387232660572394
673,11.825024034059739
672,12.983408075039533
675,13.123338984343992
675,12.352782276039113
674,12.039551215305767
674,12.919146043934024
675,12.874845763305848
675,12.630439901880685
675,12.210047097677535
674,12.66387185906914
676,12.835198480733355
675,12.620000000000001
675,12.629124748887909
674,13.028278560596531
676,12.508788762128455
674,12.898688442150865
675,12.838661005741704
674,12.779559506699629
676,12.758247314050196
674,12.693777377863148
674,13.292362326354901
674,12.958668303382467
674,12.901812119259603
674,12.980446926774516
674,12.999550055637593
673,12.98
674,12.981815993204222
673,13.058662940289524
673,13.002742914418384
672,13.118641756366246
673,13.061316033359963
673,13.117373176671205
673,13.0
673,13.000881621925751
674,13.0413269908142
674,13.097804108529466
674,12.999562807955567
674,12.977782546590419
674,12.882664297488802
674,13.0
674,13.0
673,13.0
673,13.002225782452985
673,13.099548187556856
673,13.083607800356788
672,13.239552276181676
672,13.222748882016736
673,13.333680448022411
673,13.0613625997501
672,13.118630772358726
673,13.06379562632913
672,13.217658204360346
672,13.122408319138927
672,13.21763139651717
673,13.122376137326459
673,13.216159455324684
672,13.061455350374008
672,13.120000000000001
673,13.122433104320615
673,13.216162236185555
672,13.061449490681273
672,13.12243279008655
672,13.218048621390679
673,13.139516666630598
672,13.120000000000001
672,13.120000000000001
673,13.120000000000001
673,13.120000000000001
672,13.120000000000001
672,13.120000000000001
672,13.16694728051777
673,14.950327759385177
676,12.976205238499164
676,12.073558508442554
674,13.391046653235286
675,13.789731946887631
675,12.612671398757815
675,13.103015484270255
675,13.224514171012343
676,13.382277113474307
675,12.716795759111891
675,13.361507291093925
675,13.427167162481144
675,13.691861430176578
674,13.385592072243277
674,13.596936132871225
675,13.488735123315356
675,13.80781380423723
674,13.349375018857291
675,13.693827133228933
676,13.464631765793808
675,13.62605375379968
675,13.103129470937642
675,13.21640022314416
675,13.099410072674422
675,13.803935312958835
675,13.19531787770017
675,13.021046376513276
675,13.071014025069987
675,13.470078582774056
674,13.11008870787659
675,13.477372283524696
675,13.391576409933876
675,13.809945298639786
675,13.445320189092762
675,13.622546675092392
675,12.994994426602995
675,13.531006593892613
675,13.1978642871138
675,13.127497163157049
675,13.417707217533987
675,14.032791370995819
675,13.048128159805303
675,13.349636823254912
675,13.707018890624115
675,13.948613219444791
674,13.54162463405148
674,13.597846479266236
675,13.524908180896778
675,13.695677153535682
674,13.541090884691348
675,13.576743739724053
675,13.4660735717366
675,13.675641222857147
675,13.52
675,13.52
675,13.524370948660007
675,13.675584297872147
675,13.51778777696213
675,13.436173059759145
675,13.307729395753473
674,13.58
673,13.58
673,13.58
673,13.585037890877548
674,13.752791536944272
673,13.502253501821846
673,13.58
674,13.583348805876648
674,13.695491706295682
674,13.540564773800686
674,13.559443018805666
674,13.544527447178439
674,13.69381363082391
674,13.482256105269686
674,13.559437198043682
674,13.544508737469831
674,13.702802709832723
674,13.797143263279256
675,13.677350917350369
676,12.912499733907499
675,13.344579193308054
674,13.50402386871122
675,13.629744536993226
676,13.300843945634334
674,13.989666216377024
675,13.628462545595266
675,13.243495810206918
675,13.366359448523532
676,13.559076396970086
675,12.880081039427177
675,13.544676912121377
675,13.695920485330735
675,13.558227912859536
673,13.505926879373474
672,13.702343532494881
672,13.782978588837155
672,13.875269997075465
673,13.720595092419707
673,13.735218222472417
674,13.585388012174539
674,13.755234369711415
673,13.598792220887306
674,13.558807002222844
674,13.525398266650896
674,13.695168275220494
673,13.54604167155012
673,13.739397753338773
673,13.724276637938104
672,13.858794090962059
672,13.818774513121078
673,13.783685390460015
672,13.937265939342547
674,15.081003997980195
676,13.823304985148773
675,13.334672672780107
674,14.435084792394816
675,14.254112614592094
675,13.459275393555073
675,14.071676767843941
675,14.416923278609524
675,13.710491396957082
674,14.058691428667403
675,14.61813891488068
676,13.922544244538726
675,13.406116826261599
675,14.210534331174207
675,13.924349681816398
675,14.063761446105973
675,14.166796114527168
675,13.75684736075171
675,13.683105468426202
675,14.393030868789442
676,14.152831684963418
675,13.34546008023133
674,14.13702060127743
675,14.622721416050148
675,13.483801430606416
674,13.631945529179667
675,14.582829037970967
676,14.04161697197356
675,13.489614467738184
674,13.79928158995807
676,14.353263644803883
676,13.534210727130809
675,13.390963109103366
674,14.305784182075854
677,13.853596069818414
675,13.088736901192085
674,13.954239926392706
675,14.343232626368843
675,13.280151283056124
674,13.894323074729327
675,14.288459286261546
675,13.365917320800001
675,13.556923867376991
675,14.058687613023183
675,14.006205841184197
675,13.613832214361064
675,14.006141638781433
675,13.607275565186795
675,13.822636997782086
675,13.895321591767694
676,13.753380561414682
675,13.574536412392918
675,13.988610338007216
675,13.647985496794753
675,13.323812539873073
675,14.01798652101699
675,13.957995871495442
675,13.885959985330516
676,13.489431510745769
675,13.739186150682219
675,13.16541482427776
674,13.89525259659124
676,13.758657322713294
675,13.707942736328892
675,13.389839088745067
675,14.206054967972907
675,13.270750807526458
675,14.136833675207486
676,13.477976256647558
675,13.430129440005706
676,13.715918770933673
675,13.581695880030743
675,13.093756430848186
674,14.026467135833034
676,13.103060862170251
675,13.746463151724543
675,13.366135048475215
674,13.549556274177135
675,13.82
675,13.804229256610189
675,13.375630108844877
674,13.804298527060974
675,13.375733661382322
675,13.804333193606098
675,13.368188760971465
674,13.620725981770338
675,14.204106116896096
675,14.028788120680703
667,5.8455367691035205
643,6.170048730214488
629,10.90270263378803
624,10.897831983716099
612,8.660145321013406
602,9.874543676837275
595,12.451755434661504
589,11.092932161735003
584,10.373454661025018
576,11.33166610818489
571,12.147301321464582
571,10.637092170043404
564,9.553555879952297
558,12.163700767938455
557,13.250378194474882
556,10.219461775759223
551,9.781586673893
546,13.082291512610762
546,12.530358971625475
546,10.60070889306228
542,10.676664424784363
540,12.228570311814154
540,12.407260753294816
538,11.00216056539275
536,11.616488523290348
534,12.080032387982234
535,12.592866387683893
534,11.84626009749305
531,11.52901808460779
531,12.841919962848563
531,11.828663946472636
531,12.078092416102269
530,12.562157363400596
529,12.634633516542186
529,12.99233455080503
529,12.262173744631303
528,12.325082160599097
528,12.462187332814674
528,12.531526471427172
528,12.810776245646982
527,12.062499007949052
527,12.666541277347516
527,12.830513364760911
528,12.58512162906768
526,12.701802847942526
526,12.24962890146091
525,12.99299194342631
527,12.280000000000001
527,12.271174514015243
526,12.080025471831584
525,13.122210407206849
525,13.166621703743326
525,12.817034664990132
526,12.716249917988632
526,12.099273752535852
526,12.125666030325975
524,13.307447696452218
524,13.510303557478048
526,13.705631221170172
526,11.803978090415221
525,12.436113419824414
525,12.858492022098897
526,12.79606666355044
526,12.181480744746983
