Epm_nEng,InjCtl_qSetUnBal,master
0.0,0.0,8.740626823953063
0.0,0.0,8.840626823953063
0.0,0.0,8.940626823953062
0.0,0.0,9.040626823953062
0.0,0.0,9.140626823953061
0.0,0.0,9.240626823953063
0.0,0.0,9.340626823953063
0.0,0.0,9.440626823953062
0.0,0.0,9.540626823953062
0.0,0.0,9.640626823953063
0.0,0.0,9.740626823953063
0.0,0.0,9.840626823953063
0.0,0.0,9.940626823953062
0.0,0.0,10.040626823953062
0.0,0.0,10.140626823953063
0.0,0.0,10.240626823953063
0.0,0.0,10.340626823953063
0.0,0.0,10.440626823953062
0.0,0.0,10.540626823953062
0.0,0.0,10.640626823953063
0.0,0.0,10.740626823953063
0.0,0.0,10.840626823953063
0.0,0.0,10.940626823953062
0.0,0.0,11.040626823953062
0.0,0.0,11.140626823953063
0.0,0.0,11.240626823953063
0.0,0.0,11.340626823953063
0.0,0.0,11.440626823953062
0.0,0.0,11.540626823953062
0.0,0.0,11.640626823953063
0.0,0.0,11.740626823953063
0.0,0.0,11.840626823953063
0.0,0.0,11.940626823953062
0.0,0.0,12.040626823953062
0.0,0.0,12.140626823953063
0.0,0.0,12.240626823953063
0.0,0.0,12.340626823953063
0.0,0.0,12.440626823953062
0.0,0.0,12.540626823953062
0.0,0.0,12.640626823953063
0.0,0.0,12.740626823953063
0.0,0.0,12.840626823953063
0.0,0.0,12.940626823953062
0.0,0.0,13.040626823953062
0.0,0.0,13.140626823953063
0.0,0.0,13.240626823953063
0.0,0.0,13.340626823953063
0.0,0.0,13.440626823953062
0.0,0.0,13.540626823953062
0.0,0.0,13.640626823953063
0.0,0.0,13.740626823953063
0.0,0.0,13.840626823953063
0.0,0.0,13.940626823953062
0.0,0.0,14.040626823953062
0.0,0.0,14.140626823953063
0.0,0.0,14.240626823953063
0.0,0.0,14.340626823953063
0.0,0.0,14.440626823953062
0.0,0.0,14.540626823953062
0.0,0.0,14.640626823953063
0.0,0.0,14.740626823953063
0.0,0.0,14.840626823953063
0.0,0.0,14.940626823953062
0.0,0.0,15.040626823953062
0.0,0.0,15.140626823953063
0.0,0.0,15.240626823953063
0.0,0.0,15.340626823953063
0.0,0.0,15.440626823953062
0.0,0.0,15.540626823953062
0.0,0.0,15.640626823953063
0.0,0.0,15.740626823953063
0.0,0.0,15.840626823953063
0.0,0.0,15.940626823953062
0.0,0.0,16.040626823953062
0.0,0.0,16.140626823953063
0.0,0.0,16.24062682395306
0.0,0.0,16.340626823953063
0.0,0.0,16.440626823953064
0.0,0.0,16.540626823953062
0.0,0.0,16.640626823953063
0.0,0.0,16.74062682395306
0.0,0.0,16.840626823953063
0.0,0.0,16.940626823953064
0.0,0.0,17.040626823953062
0.0,0.0,17.140626823953063
0.0,0.0,17.24062682395306
0.0,0.0,17.340626823953063
0.0,0.0,17.440626823953064
0.0,0.0,17.540626823953062
0.0,0.0,17.640626823953063
0.0,0.0,17.74062682395306
0.0,0.0,17.840626823953063
0.0,0.0,17.940626823953064
0.0,0.0,18.040626823953062
0.0,0.0,18.140626823953063
0.0,0.0,18.24062682395306
0.0,0.0,18.340626823953063
0.0,0.0,18.440626823953064
0.0,0.0,18.540626823953062
0.0,0.0,18.640626823953063
0.0,0.0,18.74062682395306
0.0,0.0,18.840626823953063
0.0,0.0,18.940626823953064
0.0,0.0,19.040626823953062
0.0,0.0,19.140626823953063
0.0,0.0,19.240626823953065
0.0,0.0,19.340626823953063
0.0,0.0,19.440626823953064
0.0,0.0,19.540626823953062
0.0,0.0,19.640626823953063
0.0,0.0,19.740626823953065
0.0,0.0,19.840626823953063
0.0,0.0,19.940626823953064
0.0,0.0,20.040626823953062
0.0,0.0,20.140626823953063
0.0,0.0,20.240626823953065
0.0,0.0,20.340626823953063
0.0,0.0,20.440626823953064
0.0,0.0,20.540626823953062
0.0,0.0,20.640626823953063
0.0,0.0,20.740626823953065
0.0,0.0,20.840626823953063
0.0,0.0,20.940626823953064
0.0,0.0,21.040626823953062
0.0,0.0,21.140626823953063
0.0,0.0,21.240626823953065
0.0,0.0,21.340626823953063
0.0,0.0,21.440626823953064
0.0,0.0,21.540626823953062
0.0,0.0,21.640626823953063
0.0,0.0,21.740626823953065
0.0,0.0,21.840626823953063
0.0,0.0,21.940626823953064
0.0,0.0,22.040626823953062
0.0,0.0,22.140626823953063
0.0,0.0,22.240626823953065
0.0,0.0,22.340626823953063
0.0,0.0,22.440626823953064
0.0,0.0,22.540626823953062
0.0,0.0,22.640626823953063
0.0,0.0,22.740626823953065
0.0,0.0,22.840626823953063
0.0,0.0,22.940626823953064
0.0,0.0,23.040626823953062
0.0,0.0,23.140626823953063
0.0,0.0,23.240626823953065
0.0,0.0,23.340626823953063
0.0,0.0,23.440626823953064
0.0,0.0,23.540626823953062
0.0,0.0,23.640626823953063
0.0,0.0,23.740626823953065
0.0,0.0,23.840626823953063
0.0,0.0,23.940626823953064
0.0,0.0,24.040626823953062
0.0,0.0,24.140626823953063
0.0,0.0,24.240626823953065
0.0,0.0,24.340626823953063
0.0,0.0,24.440626823953064
0.0,0.0,24.540626823953062
0.0,0.0,24.640626823953063
0.0,0.0,24.740626823953065
0.0,0.0,24.840626823953063
0.0,0.0,24.940626823953064
0.0,0.0,25.040626823953062
0.0,0.0,25.140626823953063
0.0,0.0,25.240626823953065
0.0,0.0,25.340626823953063
0.0,0.0,25.440626823953064
0.0,0.0,25.540626823953062
0.0,0.0,25.640626823953063
0.0,0.0,25.740626823953065
0.0,0.0,25.840626823953063
0.0,0.0,25.940626823953064
0.0,0.0,26.040626823953062
0.0,0.0,26.140626823953063
0.0,0.0,26.240626823953065
0.0,0.0,26.340626823953063
0.0,0.0,26.440626823953064
0.0,0.0,26.540626823953062
0.0,0.0,26.640626823953063
0.0,0.0,26.740626823953065
0.0,0.0,26.840626823953063
0.0,0.0,26.940626823953064
0.0,0.0,27.040626823953062
0.0,0.0,27.140626823953063
0.0,0.0,27.240626823953065
0.0,0.0,27.340626823953063
0.0,0.0,27.440626823953064
0.0,0.0,27.540626823953062
0.0,0.0,27.640626823953063
0.0,0.0,27.740626823953065
0.0,0.0,27.840626823953063
0.0,0.0,27.940626823953064
0.0,0.0,28.040626823953062
0.0,0.0,28.140626823953063
0.0,0.0,28.240626823953065
0.0,0.0,28.340626823953063
0.0,0.0,28.440626823953064
0.0,0.0,28.540626823953062
0.0,0.0,28.640626823953063
0.0,0.0,28.740626823953065
0.0,0.0,28.840626823953063
0.0,0.0,28.940626823953064
0.0,0.0,29.040626823953062
0.0,0.0,29.140626823953063
0.0,0.0,29.240626823953065
0.0,0.0,29.340626823953063
0.0,0.0,29.440626823953064
0.0,0.0,29.540626823953062
0.0,0.0,29.640626823953063
0.0,0.0,29.740626823953065
0.0,0.0,29.840626823953063
0.0,0.0,29.940626823953064
0.0,0.0,30.040626823953062
0.0,0.0,30.140626823953063
0.0,0.0,30.240626823953065
0.0,0.0,30.340626823953063
0.0,0.0,30.440626823953064
0.0,0.0,30.540626823953062
0.0,0.0,30.640626823953063
0.0,0.0,30.740626823953065
0.0,0.0,30.840626823953063
0.0,0.0,30.940626823953064
0.0,0.0,31.040626823953062
0.0,0.0,31.140626823953063
0.0,0.0,31.240626823953065
0.0,0.0,31.340626823953063
0.0,0.0,31.440626823953064
0.0,0.0,31.540626823953062
0.0,0.0,31.640626823953063
0.0,0.0,31.740626823953065
0.0,0.0,31.840626823953063
0.0,0.0,31.940626823953064
0.0,0.0,32.04062682395306
0.0,0.0,32.14062682395306
0.0,0.0,32.240626823953065
0.0,0.0,32.340626823953066
0.0,0.0,32.44062682395306
0.0,0.0,32.54062682395306
0.0,0.0,32.64062682395306
0.0,0.0,32.740626823953065
0.0,0.0,32.840626823953066
0.0,0.0,32.94062682395306
0.0,0.0,33.04062682395306
0.0,0.0,33.14062682395306
0.0,0.0,33.240626823953065
0.0,0.0,33.340626823953066
0.0,0.0,33.44062682395306
0.0,0.0,33.54062682395306
0.0,0.0,33.64062682395306
0.0,0.0,33.740626823953065
0.0,0.0,33.840626823953066
0.0,0.0,33.94062682395306
0.0,0.0,34.04062682395306
0.0,0.0,34.14062682395306
0.0,0.0,34.240626823953065
0.0,0.0,34.340626823953066
0.0,0.0,34.44062682395306
0.0,0.0,34.54062682395306
0.0,0.0,34.64062682395306
0.0,0.0,34.740626823953065
0.0,0.0,34.840626823953066
0.0,0.0,34.94062682395306
0.0,0.0,35.04062682395306
0.0,0.0,35.14062682395306
0.0,0.0,35.240626823953065
0.0,0.0,35.340626823953066
0.0,0.0,35.44062682395306
0.0,0.0,35.54062682395306
0.0,0.0,35.64062682395306
0.0,0.0,35.740626823953065
0.0,0.0,35.840626823953066
0.0,0.0,35.94062682395306
0.0,0.0,36.04062682395306
0.0,0.0,36.14062682395306
0.0,0.0,36.240626823953065
0.0,0.0,36.340626823953066
0.0,0.0,36.44062682395306
0.0,0.0,36.54062682395306
0.0,0.0,36.64062682395306
0.0,0.0,36.740626823953065
0.0,0.0,36.840626823953066
0.0,0.0,36.94062682395306
0.0,0.0,37.04062682395306
0.0,0.0,37.14062682395306
0.0,0.0,37.240626823953065
0.0,0.0,37.340626823953066
0.0,0.0,37.44062682395306
0.0,0.0,37.54062682395306
0.0,0.0,37.64062682395306
0.0,0.0,37.740626823953065
0.0,0.0,37.840626823953066
0.0,0.0,37.94062682395306
0.0,0.0,38.04062682395306
0.0,0.0,38.14062682395306
0.0,0.0,38.240626823953065
0.0,0.0,38.340626823953066
0.0,0.0,38.44062682395307
0.0,0.0,38.54062682395306
0.0,0.0,38.64062682395306
0.0,0.0,38.740626823953065
0.0,0.0,38.840626823953066
0.0,0.0,38.94062682395307
0.0,0.0,39.04062682395306
0.0,0.0,39.14062682395306
0.0,0.0,39.240626823953065
0.0,0.0,39.340626823953066
0.0,0.0,39.44062682395307
0.0,0.0,39.54062682395306
0.0,0.0,39.64062682395306
0.0,0.0,39.740626823953065
0.0,0.0,39.840626823953066
0.0,0.0,39.94062682395307
0.0,0.0,40.04062682395306
0.0,0.0,40.14062682395306
0.0,0.0,40.240626823953065
0.0,0.0,40.340626823953066
0.0,0.0,40.44062682395307
0.0,0.0,40.54062682395306
0.0,0.0,40.64062682395306
0.0,0.0,40.740626823953065
0.0,0.0,40.840626823953066
0.0,0.0,40.94062682395307
0.0,0.0,41.04062682395306
0.0,0.0,41.14062682395306
0.0,0.0,41.240626823953065
0.0,0.0,41.340626823953066
0.0,0.0,41.44062682395307
0.0,0.0,41.54062682395306
0.0,0.0,41.64062682395306
0.0,0.0,41.740626823953065
0.0,0.0,41.840626823953066
0.0,0.0,41.94062682395307
0.0,0.0,42.04062682395306
0.0,0.0,42.14062682395306
0.0,0.0,42.240626823953065
0.0,0.0,42.340626823953066
0.0,0.0,42.44062682395307
0.0,0.0,42.54062682395306
0.0,0.0,42.64062682395306
0.0,0.0,42.740626823953065
0.0,0.0,42.840626823953066
0.0,0.0,42.94062682395307
0.0,0.0,43.04062682395306
0.0,0.0,43.14062682395306
0.0,0.0,43.240626823953065
0.0,0.0,43.340626823953066
0.0,0.0,43.44062682395307
0.0,0.0,43.54062682395306
0.0,0.0,43.64062682395306
116.17632044798522,0.0,43.740626823953065
170.4772044421149,0.0,43.840626823953066
169.6947606433292,0.0,43.94062682395307
208.45260835302142,0.0,44.04062682395306
222.5,48.32,44.14062682395306
233.5,48.28,44.240626823953065
245.99366082223563,47.91321306954133,44.340626823953066
630.0,42.36,44.44062682395307
909.5,5.4,44.54062682395306
890.0712791558095,5.697759797960271,44.64062682395306
854.6059393420838,6.617688596172715,44.740626823953065
826.0,7.28,44.840626823953066
800.1167204889433,7.935798062398042,44.94062682395307
785.509364172331,8.49981271655338,45.04062682395306
780.0399649681652,8.677602101910082,45.14062682395306
792.5,7.86,45.240626823953065
805.454391131073,7.062736532135622,45.340626823953066
805.0038195302324,6.98,45.44062682395307
802.9329878954827,7.021786989453793,45.54062682395306
799.5,7.1401232300507935,45.64062682395306
798.0206964454928,7.2191721421802875,45.740626823953065
798.5,7.2,45.840626823953066
798.5,7.18,45.94062682395307
796.5,7.3,46.04062682395306
798.4791019661458,7.2008359213541695,46.14062682395306
799.46652649497,7.1426778804024,46.240626823953065
798.5,7.2,46.340626823953066
801.0,7.0600000000000005,46.44062682395307
801.4922530295719,7.040309878817125,46.54062682395306
800.4971880164969,7.080224958680248,46.64062682395306
801.5,7.020877264727613,46.740626823953065
802.4855764610427,6.960576941558292,46.840626823953066
799.5219060162864,7.0991237593485454,46.94062682395307
799.5,7.1000000000000005,47.04062682395306
801.5,7.0200000000000005,47.14062682395306
801.5,7.0,47.240626823953065
802.5,6.958260998784871,47.340626823953066
802.9873857333374,6.900756855999757,47.44062682395307
800.5213376863944,7.019146492544225,47.54062682395306
801.0,7.0,47.64062682395306
800.5,7.0,47.740626823953065
800.0,7.04,47.840626823953066
802.0,6.92,47.94062682395307
803.4938982269864,6.840366106380818,48.04062682395306
800.5,6.98,48.14062682395306
800.0,6.98,48.240626823953065
799.5,7.04,48.340626823953066
797.0,7.18,48.44062682395307
798.5,7.12,48.54062682395306
798.9962479187967,7.080300166496266,48.64062682395306
788.5,7.7,48.740626823953065
742.5,11.120000000000001,48.840626823953066
754.5,10.64,48.94062682395307
778.0,9.08,49.04062682395306
790.0177612124486,8.439289551502057,49.14062682395306
792.487219401098,8.360681631941441,49.240626823953065
796.0197849387529,8.179208602449883,49.340626823953066
798.0,8.08,49.44062682395307
798.5,8.08,49.54062682395306
797.5083797736822,8.139497213579066,49.64062682395306
798.0,8.120000000000001,49.740626823953065
797.4651895736768,8.18139241705293,49.840626823953066
794.0,8.38,49.94062682395307
797.5,8.24,50.04062682395306
798.0,8.2,50.14062682395306
795.0102016601116,8.399387900393299,50.240626823953065
798.4804741356403,8.22078103457439,50.340626823953066
797.0,8.32,50.44062682395307
795.0,8.46,50.54062682395306
798.0,8.3,50.64062682395306
796.4520593027921,8.403835255776626,50.740626823953065
794.5051805575524,8.539792777697903,50.840626823953066
798.9805875611836,8.30155299510531,50.94062682395307
795.5,8.540000000000001,51.04062682395306
796.5089200701512,8.499286394387896,51.14062682395306
796.0,8.540000000000001,51.240626823953065
795.0,8.64,51.340626823953066
797.0628068335633,8.534975453314937,51.44062682395307
799.0,8.42,51.54062682395306
799.0,8.44,51.64062682395306
798.5248853031145,8.458672783833894,51.740626823953065
799.0078377482971,8.439529735102175,51.840626823953066
796.0462071719288,8.618151713122849,51.94062682395307
797.5,8.56,52.04062682395306
800.0,8.44,52.14062682395306
798.5,8.52,52.240626823953065
799.9761275320456,8.440954898718177,52.340626823953066
802.0,8.34,52.44062682395307
799.0238266026533,8.479046935893866,52.54062682395306
799.0,8.5,52.64062682395306
799.0,8.5,52.740626823953065
798.0,8.56,52.840626823953066
799.4593350595369,8.48243989642779,52.94062682395307
800.4967910388642,8.440128358445431,53.04062682395306
799.0224207620874,8.519103169516502,53.14062682395306
800.0,8.46,53.240626823953065
800.5,8.44,53.340626823953066
797.0,8.64,53.44062682395307
797.9592546775817,8.583259625793463,53.54062682395306
799.9956784193291,8.500172863226835,53.64062682395306
799.0689877910855,8.556320651142105,53.740626823953065
800.5,8.48,53.840626823953066
801.0,8.44,53.94062682395307
799.0,8.540000000000001,54.04062682395306
798.9605235326991,8.542368588038052,54.14062682395306
799.9971905151965,8.500224758784277,54.240626823953065
799.5230622102632,8.539077511589474,54.340626823953066
800.5,8.48,54.44062682395307
803.0,8.34,54.54062682395306
801.0,8.44,54.64062682395306
802.4593876349948,8.342436741900315,54.740626823953065
802.0,8.36,54.840626823953066
800.5445580504994,8.437326516970035,54.94062682395307
800.5,8.42,55.04062682395306
802.5,8.32,55.14062682395306
802.0,8.34,55.240626823953065
803.4788861233344,8.240844555066626,55.340626823953066
804.5090692751162,8.159637228995354,55.44062682395307
802.5,8.259010163506188,55.54062682395306
800.5690202988875,8.355858782066752,55.64062682395306
801.0,8.3,55.740626823953065
798.0,8.46,55.840626823953066
801.5,8.28,55.94062682395307
803.5,8.16,56.04062682395306
802.0442908378205,8.256456732974355,56.14062682395306
801.6022524523187,8.234546535876339,56.240626823953065
802.0,8.2,56.340626823953066
799.0,8.36,56.44062682395307
798.5,8.38,56.54062682395306
801.503240359351,8.24,56.64062682395306
801.522521152899,8.219099153884041,56.740626823953065
802.0,8.2,56.840626823953066
802.5,8.16,56.94062682395307
801.0,8.22,57.04062682395306
800.5,8.24,57.14062682395306
801.4964207771452,8.180286337828381,57.240626823953065
800.5234050243316,8.238127598053469,57.340626823953066
801.5046668038134,8.159813327847464,57.44062682395307
803.9810997453709,8.040756010185167,57.54062682395306
801.5,8.16,57.64062682395306
799.0,8.26,57.740626823953065
800.5,8.18,57.840626823953066
798.54479972257,8.278208011097199,57.94062682395307
799.5,8.24,58.04062682395306
800.9794785898949,8.160820856404202,58.14062682395306
800.0,8.22,58.240626823953065
800.5,8.18,58.340626823953066
799.5,8.24,58.44062682395307
800.5,8.18,58.54062682395306
801.00494317136,8.1398022731456,58.64062682395306
802.9798816645942,8.04080473341623,58.740626823953065
801.5,8.1,58.840626823953066
801.5,8.08,58.94062682395307
804.0,7.94,59.04062682395306
800.523104129376,8.118151669649928,59.14062682395306
798.0095209924965,8.239428740450208,59.240626823953065
800.9593374074674,8.082439755551956,59.340626823953066
799.0,8.2,59.44062682395307
800.5,8.120000000000001,59.54062682395306
801.0,8.08,59.64062682395306
801.0441762963973,8.077349422216164,59.740626823953065
800.030123395419,8.118493830229053,59.840626823953066
801.4570290392875,8.041718838428503,59.94062682395307
798.5,8.2,60.04062682395306
798.5,8.2,60.14062682395306
801.0,8.08,60.240626823953065
799.584845685957,8.155757715702151,60.340626823953066
801.5149393681879,8.039203233696647,60.44062682395307
803.4585329878281,7.921658680486877,60.54062682395306
802.466133965274,7.961354641389041,60.64062682395306
799.5,8.1,60.740626823953065
800.0,8.08,60.840626823953066
800.4784835328554,8.060860658685785,60.94062682395307
800.5105068018115,8.059369591891308,61.04062682395306
803.01932222991,7.918454221607202,61.14062682395306
802.5341402467433,7.918634390130269,61.240626823953065
801.0,7.98,61.340626823953066
802.0,7.92,61.44062682395307
799.9473388351494,8.042633058242535,61.54062682395306
799.0064987604729,8.079740049581083,61.64062682395306
800.9838879539716,7.980644481841135,61.740626823953065
800.9286927030422,7.984278437817465,61.840626823953066
800.5,8.0,61.94062682395307
803.0,7.86,62.04062682395306
802.4947011800054,7.88028260373304,62.14062682395306
807.5,7.6000000000000005,62.240626823953065
819.5635426696327,6.936187439822034,62.340626823953066
828.9899878746015,6.340667475026567,62.44062682395307
830.0,6.12,62.54062682395306
833.0,5.82,62.64062682395306
829.5094546762748,5.800378187050989,62.740626823953065
825.0,5.94,62.840626823953066
823.024465687614,5.899021372495438,62.94062682395307
822.4965475944865,5.820414288661623,63.04062682395306
817.5,5.98,63.14062682395306
818.503190114664,5.83987239541344,63.240626823953065
818.4770760969645,5.7609169561214175,63.340626823953066
814.0025586082152,5.9,63.44062682395307
813.9821736619677,5.84,63.54062682395306
813.0,5.82,63.64062682395306
810.0,5.92,63.740626823953065
808.0672246375838,5.977311014496652,63.840626823953066
809.5,5.88,63.94062682395307
808.5,5.9,64.04062682395306
807.5,5.88,64.14062682395307
807.5,5.84,64.24062682395306
804.5233391731476,5.979066433074097,64.34062682395306
803.0027312909117,6.039890748363531,64.44062682395307
804.473309148085,5.9410676340766,64.54062682395306
804.4356762496005,5.92385942502397,64.64062682395307
805.0,5.88,64.74062682395306
806.0,5.8,64.84062682395306
805.4998764150555,5.800009886795559,64.94062682395307
802.009175015855,5.939510665821064,65.04062682395306
802.4762495851729,5.920950016593081,65.14062682395307
801.4982773188117,5.960068907247534,65.24062682395306
800.5219664863154,5.979121340547388,65.34062682395306
803.5,5.82,65.44062682395307
803.0,5.84,65.54062682395306
801.5,5.9,65.64062682395307
801.9763558152039,5.880945767391847,65.74062682395306
800.4980166964639,5.960079332141447,65.84062682395306
800.0,5.98,65.94062682395307
801.5,5.9,66.04062682395306
801.5,5.88,66.14062682395307
801.0,5.9,66.24062682395306
802.9733946690795,5.781064213236816,66.34062682395306
801.0,5.88,66.44062682395307
800.4748079065498,5.901007683738008,66.54062682395306
800.9989669863767,5.880041320544934,66.64062682395307
801.0,5.88,66.74062682395306
800.5,5.9,66.84062682395306
801.9733784689338,5.783194583727946,66.94062682395307
801.4993508761363,5.800077894863649,67.04062682395306
799.5,5.937912235578656,67.14062682395307
799.5362339507099,5.898550641971608,67.24062682395306
799.5,5.92,67.34062682395306
798.0,6.0,67.44062682395307
799.0,5.96,67.54062682395306
800.9918689975792,5.86032524009683,67.64062682395307
801.4740867068977,5.8210365317240935,67.74062682395306
801.5365268957339,5.798538924170645,67.84062682395306
799.5,5.9,67.94062682395307
799.0,5.94,68.04062682395306
799.9714812249184,5.8822815020065295,68.14062682395307
799.4988887685658,5.920044449257367,68.24062682395306
799.5249522428251,5.919001910286999,68.34062682395306
802.034771043372,5.778609158265123,68.44062682395307
802.0,5.78,68.54062682395306
800.0,5.86,68.64062682395307
799.0124531139634,5.919501875441463,68.74062682395306
799.9994685358737,5.88002125856505,68.84062682395306
799.5,5.9,68.94062682395307
800.5344005468718,5.8386239781251295,69.04062682395306
799.0,5.92,69.14062682395307
794.4986840656338,6.180078956061972,69.24062682395306
781.6552348888388,6.941670949844422,69.34062682395306
728.9889689685549,10.781147227270296,69.44062682395307
738.3516405491135,10.67511466883197,69.54062682395306
767.013087114271,8.899252164898803,69.64062682395307
778.6149737207159,8.334481261405639,69.74062682395306
784.5001612699481,8.099987098404151,69.84062682395306
790.5,7.82,69.94062682395307
789.5,7.96,70.04062682395306
789.5250740159531,8.017994078723751,70.14062682395307
791.5,7.96,70.24062682395306
790.0516632460431,8.09690020523742,70.34062682395306
794.5,7.86,70.44062682395307
796.4859641362152,7.800748579401856,70.54062682395306
795.0,7.92,70.64062682395307
798.4472948074674,7.723162311551952,70.74062682395306
795.9708159732522,7.882334722139825,70.84062682395306
793.0,8.1,70.94062682395307
794.4981252087298,8.040124986084681,71.04062682395306
796.5253565652893,7.958985737388429,71.14062682395307
797.5,7.92,71.24062682395306
797.0249929077168,7.95900028369133,71.34062682395306
799.5,7.84,71.44062682395307
796.0,8.040000000000001,71.54062682395306
798.5,7.92,71.64062682395307
797.0254322106106,7.998982711575579,71.74062682395306
797.5,8.0,71.84062682395306
799.9753955078189,7.861968359374488,71.94062682395307
800.5,7.84,72.04062682395306
800.0,7.86,72.14062682395307
802.0003285556647,7.73998685777341,72.24062682395306
802.0,7.74,72.34062682395306
799.5,7.86,72.44062682395307
800.9517415306826,7.781930338772694,72.54062682395306
801.5,7.76,72.64062682395307
800.0,7.82,72.74062682395306
801.0,7.76,72.84062682395306
801.5,7.74,72.94062682395307
800.5009704012976,7.779961183948094,73.04062682395306
800.4539848466537,7.78184060613385,73.14062682395307
799.0,7.86,73.24062682395306
799.0,7.86,73.34062682395306
802.0,7.7,73.44062682395307
802.5436430294137,7.677381418235178,73.54062682395306
801.002443626029,7.7398533824382545,73.64062682395307
803.4305956093744,7.58370156750003,73.74062682395306
802.0,7.66,73.84062682395306
799.0,7.8,73.94062682395307
800.5,7.72,74.04062682395306
801.064339765246,7.696568545853547,74.14062682395307
801.5,7.66,74.24062682395306
802.0,7.62,74.34062682395306
803.0,7.5600000000000005,74.44062682395307
799.5,7.72,74.54062682395306
800.5,7.68,74.64062682395307
799.5470766600683,7.737175400395901,74.74062682395306
797.503442411609,7.839724607071288,74.84062682395306
801.9561634556677,7.6026301926599364,74.94062682395307
803.0,7.54,75.04062682395306
800.5,7.66,75.14062682395307
801.5,7.6000000000000005,75.24062682395306
801.4870282606219,7.600518869575126,75.34062682395306
799.4966217479512,7.700135130081953,75.44062682395307
798.0,7.78,75.54062682395306
801.0,7.62,75.64062682395307
799.0,7.72,75.74062682395306
801.0,7.62,75.84062682395306
800.4810928789708,7.66075628484117,75.94062682395307
798.0072501173939,7.779564992956363,76.04062682395306
798.5,7.76,76.14062682395307
798.4684547533336,7.781261809866655,76.24062682395306
798.0,7.8,76.34062682395306
801.5,7.640000000000001,76.44062682395307
800.5477949463033,7.678088202147867,76.54062682395306
801.4976404432377,7.62009438227049,76.64062682395307
811.0811098745069,7.095944506274656,76.74062682395306
826.4916783536248,6.240466012197009,76.84062682395307
829.5,5.958111794620939,76.94062682395307
831.5,5.680134019887665,77.04062682395306
828.4753827627142,5.68,77.14062682395307
826.496400768837,5.640287938493042,77.24062682395306
824.4589012212357,5.640821975575285,77.34062682395307
822.0019631490527,5.639921474037891,77.44062682395307
819.5217707823213,5.659129168707151,77.54062682395306
817.5104512571205,5.679581949715181,77.64062682395307
817.4497918065592,5.582008327737632,77.74062682395306
814.4649818641353,5.662801450869175,77.84062682395307
813.4813957193912,5.640744171224352,77.94062682395307
813.0,5.62,78.04062682395306
811.0,5.66,78.14062682395307
